marque,model,Puissance fiscale,Carburant,Année de sortie du modèle,Boite de vitesses,price
abarth,595,8 cv,Essence,2020 - 2024,Manuelle,242403
abarth,595,8 cv,Essence,2020 - 2024,Manuelle,271503
abarth,595-cabriolet,8 cv,Essence,2020 - 2024,Manuelle,244900
abarth,595-cabriolet,8 cv,Essence,2020 - 2024,Manuelle,269900
abarth,595-cabriolet,8 cv,Essence,2020 - 2024,Manuelle,299900
alfa-romeo,4c,14 cv,Essence,2013 - 2024,Automatique,757500
alfa-romeo,4c,14 cv,Essence,2014 - 2024,Automatique,857500
alfa-romeo,giulia,9 cv,Diesel,2021 - 2024,Automatique,556900
alfa-romeo,giulia,9 cv,Diesel,2021 - 2024,Automatique,595000
alfa-romeo,giulia,9 cv,Essence,2022 - 2024,Automatique,665000
alfa-romeo,giulietta,6 cv,Diesel,2017 - 2024,Manuelle,229900
alfa-romeo,giulietta,6 cv,Diesel,2017 - 2024,Automatique,249900
alfa-romeo,giulietta,6 cv,Diesel,2017 - 2024,Manuelle,249900
alfa-romeo,giulietta,6 cv,Diesel,2017 - 2024,Automatique,269900
alfa-romeo,giulietta,6 cv,Diesel,2017 - 2024,Automatique,269900
alfa-romeo,giulietta,8 cv,Diesel,2017 - 2024,Automatique,279900
alfa-romeo,stelvio,9 cv,Diesel,2017 - 2024,Automatique,470000
alfa-romeo,stelvio,9 cv,Diesel,2017 - 2024,Automatique,600000
alfa-romeo,stelvio,9 cv,Diesel,2017 - 2024,Automatique,650000
alfa-romeo,tonale,8 cv,Hybride,2022 - 2024,Automatique,394000
alfa-romeo,tonale,8 cv,Diesel,2022 - 2024,Automatique,379500
alfa-romeo,tonale,8 cv,Diesel,2022 - 2024,Automatique,406500
aston-martin,db11,cv,Essence,2019 - 2024,Automatique,None
aston-martin,db11,cv,Essence,2019 - 2024,Automatique,None
aston-martin,db11,cv,Essence,2019 - 2024,Automatique,None
aston-martin,dbs-supperleggera,cv,Essence,2020 - 2024,Automatique,None
aston-martin,dbs-supperleggera,cv,Essence,2020 - 2024,Automatique,None
aston-martin,dbx,cv,Essence,2021 - 2024,Automatique,None
aston-martin,vantage,cv,Essence,2021 - 2024,Automatique,None
aston-martin,vantage,cv,Essence,2021 - 2024,Automatique,None
audi,a1,8 cv,Essence,2017 - 2024,Automatique,None
audi,a1,8 cv,Essence,2017 - 2024,Automatique,None
audi,a1,8 cv,Essence,2017 - 2024,Automatique,None
audi,a3-berline,8 cv,Diesel,2021 - 2024,Automatique,380000
audi,a3-berline,8 cv,Diesel,2021 - 2024,Automatique,424000
audi,a3-berline,8 cv,Diesel,2021 - 2024,Automatique,466000
audi,a3-berline,8 cv,Diesel,2021 - 2024,Automatique,499000
audi,a3-sportback,8 cv,Diesel,2021 - 2024,Manuelle,327000
audi,a3-sportback,8 cv,Diesel,2021 - 2024,Manuelle,365000
audi,a3-sportback,8 cv,Diesel,2021 - 2024,Automatique,365000
audi,a3-sportback,8 cv,Diesel,2021 - 2024,Automatique,409000
audi,a3-sportback,8 cv,Diesel,2021 - 2024,Automatique,451000
audi,a3-sportback,8 cv,Diesel,2021 - 2024,Automatique,484000
audi,a4,8 cv,Diesel,2020 - 2024,Manuelle,463000
audi,a4,8 cv,Diesel,2020 - 2024,Automatique,483000
audi,a4,8 cv,Diesel,2020 - 2024,Automatique,523000
audi,a4,8 cv,Diesel,2020 - 2024,Automatique,640000
audi,a5-coupe,8 cv,Diesel,2020 - 2024,Automatique,699000
audi,a5-sportback,8 cv,Diesel,2020 - 2024,Automatique,522000
audi,a5-sportback,8 cv,Diesel,2020 - 2024,Automatique,578000
audi,a5-sportback,8 cv,Diesel,2020 - 2024,Automatique,583000
audi,a5-sportback,8 cv,Diesel,2020 - 2024,Automatique,706000
audi,a6,8 cv,Diesel,2020 - 2024,Automatique,540000
audi,a6,8 cv,Diesel,2020 - 2024,Automatique,635000
audi,a6,8 cv,Diesel,2020 - 2024,Automatique,717000
audi,a6,8 cv,Diesel,2020 - 2024,Automatique,829000
audi,a6,12 cv,Diesel,2020 - 2024,Automatique,925000
audi,a6,12 cv,Diesel,2020 - 2024,Automatique,959000
audi,a7,8 cv,Diesel,2020 - 2024,Automatique,780000
audi,a7,8 cv,Diesel,2020 - 2024,Automatique,900000
audi,a7,12 cv,Diesel,2020 - 2024,Automatique,1000000
audi,a7,12 cv,Diesel,2020 - 2024,Automatique,1100000
audi,a8,12 cv,Diesel,2022 - 2024,Automatique,1230000
audi,a8,12 cv,Diesel,2022 - 2024,Automatique,1340000
audi,a8,12 cv,Diesel,2022 - 2024,Automatique,1500000
audi,e-tron,22 cv,Electrique,2022 - 2024,Automatique,1050000
audi,e-tron,22 cv,Electrique,2022 - 2024,Automatique,1110000
audi,e-tron-sportback,22 cv,Electrique,2022 - 2024,Automatique,1110000
audi,e-tron-sportback,22 cv,Electrique,2022 - 2024,Automatique,1110000
audi,q2,8 cv,Diesel,2021 - 2024,Automatique,387000
audi,q2,8 cv,Diesel,2021 - 2024,Automatique,424000
audi,q2,8 cv,Diesel,2021 - 2024,Automatique,467000
audi,q3,8 cv,Diesel,2020 - 2024,Automatique,460000
audi,q3,8 cv,Diesel,2020 - 2024,Automatique,489000
audi,q3,8 cv,Diesel,2020 - 2024,Automatique,522000
audi,q3,8 cv,Diesel,2020 - 2024,Automatique,652000
audi,q3-sportback,8 cv,Diesel,2020 - 2024,Automatique,520000
audi,q3-sportback,8 cv,Diesel,2020 - 2024,Automatique,580000
audi,q3-sportback,8 cv,Diesel,2020 - 2024,Automatique,695000
audi,q5,8 cv,Diesel,2021 - 2024,Automatique,540000
audi,q5,8 cv,Diesel,2021 - 2024,Automatique,585000
audi,q5,8 cv,Diesel,2021 - 2024,Automatique,600000
audi,q5,8 cv,Diesel,2021 - 2024,Automatique,650000
audi,q5,8 cv,Diesel,2021 - 2024,Automatique,780000
audi,q5-sportback,8 cv,Diesel,2021 - 2024,Automatique,737000
audi,q5-sportback,8 cv,Diesel,2021 - 2024,Automatique,771000
audi,q5-sportback,8 cv,Diesel,2021 - 2024,Automatique,825000
audi,q5-sportback,8 cv,Diesel,2021 - 2024,Automatique,903000
audi,q7,12 cv,Diesel,2020 - 2024,Automatique,834000
audi,q7,12 cv,Diesel,2020 - 2024,Automatique,964000
audi,q7,12 cv,Diesel,2020 - 2024,Automatique,984000
audi,q7,12 cv,Diesel,2020 - 2024,Automatique,1049000
audi,q7,12 cv,Diesel,2020 - 2024,Automatique,1069000
audi,q8,12 cv,Diesel,2019 - 2024,Automatique,965000
audi,q8,12 cv,Diesel,2019 - 2024,Automatique,1050000
audi,q8,12 cv,Diesel,2019 - 2024,Automatique,1050000
audi,q8,12 cv,Diesel,2019 - 2024,Automatique,1160000
audi,q8,12 cv,Diesel,2019 - 2024,Automatique,1265000
audi,q8,12 cv,Diesel,2019 - 2024,Automatique,1350000
audi,q8-e-tron,cv,Electrique,2023 - 2024,Automatique,900000
audi,q8-e-tron,cv,Electrique,2023 - 2024,Automatique,1040000
audi,q8-e-tron,cv,Electrique,2023 - 2024,Automatique,1150000
audi,q8-e-tron,cv,Electrique,2023 - 2024,Automatique,1230000
audi,q8-e-tron-sportback,cv,Electrique,2023 - 2024,Automatique,960000
audi,q8-e-tron-sportback,cv,Electrique,2023 - 2024,Automatique,1100000
audi,q8-e-tron-sportback,cv,Electrique,2023 - 2024,Automatique,1230000
audi,q8-e-tron-sportback,cv,Electrique,2023 - 2024,Automatique,1310000
audi,sq5,8 cv,Diesel,2021 - 2024,Automatique,1050000
audi,sq5-sportback,8 cv,Diesel,2021 - 2024,Automatique,1000000
bentley,bentayga,cv,Diesel,2017 - 2024,Automatique,None
bentley,bentayga,cv,Essence,2017 - 2024,Automatique,None
bentley,bentayga,cv,Essence,2017 - 2024,Automatique,None
bentley,flying-spur,cv,Essence,2017 - 2024,Automatique,None
bentley,flying-spur,cv,Essence,2017 - 2024,Automatique,None
bentley,flying-spur,cv,Essence,2017 - 2024,Automatique,None
bentley,flying-spur,cv,Essence,2017 - 2024,Automatique,None
bentley,mulsanne,cv,Essence,2017 - 2024,Automatique,None
bentley,mulsanne,cv,Essence,2017 - 2024,Automatique,None
bentley,mulsanne,cv,Essence,2017 - 2024,Automatique,None
bmw,i4,cv,Electrique,2022 - 2024,Automatique,815000
bmw,i4,cv,Electrique,2022 - 2024,Automatique,890000
bmw,i4,25 cv,Electrique,2022 - 2024,Automatique,922000
bmw,i4,25 cv,Electrique,2022 - 2024,Automatique,978000
bmw,ix,15 cv,Electrique,2022 - 2024,Automatique,1005000
bmw,ix,15 cv,Electrique,2022 - 2024,Automatique,1120000
bmw,ix,25 cv,Electrique,2022 - 2024,Automatique,1177000
bmw,ix,15 cv,Electrique,2022 - 2024,Automatique,1309000
bmw,m2,17 cv,Essence,2020 - 2024,Automatique,772000
bmw,m2,17 cv,Essence,2020 - 2024,Automatique,850000
bmw,m5,25 cv,Essence,2019 - 2024,Automatique,1445000
bmw,m5,25 cv,Essence,2019 - 2024,Automatique,1545000
bmw,serie-1,6 cv,Diesel,2020 - 2024,Automatique,323000
bmw,serie-1,8 cv,Diesel,2020 - 2024,Automatique,339500
bmw,serie-1,6 cv,Diesel,2020 - 2024,Automatique,352000
bmw,serie-1,8 cv,Diesel,2020 - 2024,Automatique,372000
bmw,serie-1,6 cv,Diesel,2020 - 2024,Automatique,395000
bmw,serie-1,8 cv,Diesel,2020 - 2024,Automatique,414000
bmw,serie-2,8 cv,Diesel,2019 - 2024,Automatique,425000
bmw,serie-2,8 cv,Diesel,2019 - 2024,Automatique,438000
bmw,serie-2,8 cv,Diesel,2019 - 2024,Automatique,459000
bmw,serie-2,8 cv,Diesel,2019 - 2024,Automatique,470000
bmw,serie-2,17 cv,Essence,2019 - 2024,Automatique,567000
bmw,serie-2,17 cv,Essence,2019 - 2024,Automatique,615000
bmw,serie-2-gran-coupe,6 cv,Diesel,2020 - 2024,Automatique,357000
bmw,serie-2-gran-coupe,8 cv,Diesel,2020 - 2024,Automatique,377000
bmw,serie-2-gran-coupe,6 cv,Diesel,2020 - 2024,Automatique,397000
bmw,serie-2-gran-coupe,8 cv,Diesel,2020 - 2024,Automatique,416000
bmw,serie-2-gran-coupe,6 cv,Diesel,2020 - 2024,Automatique,439000
bmw,serie-2-gran-coupe,8 cv,Diesel,2020 - 2024,Automatique,459000
bmw,serie-2-gran-coupe,9 cv,Essence,2020 - 2024,Automatique,361000
bmw,serie-2-gran-coupe,9 cv,Essence,2020 - 2024,Automatique,395000
bmw,serie-2-gran-coupe,9 cv,Essence,2020 - 2024,Automatique,429000
bmw,serie-2-gran-coupe,11 cv,Essence,2020 - 2024,Automatique,675000
bmw,serie-2-gran-coupe,11 cv,Essence,2020 - 2024,Automatique,736000
bmw,serie-3,8 cv,Diesel,2022 - 2024,Automatique,417000
bmw,serie-3,8 cv,Diesel,2022 - 2024,Automatique,466000
bmw,serie-3,8 cv,Diesel,2022 - 2024,Automatique,493000
bmw,serie-3,8 cv,Diesel,2022 - 2024,Automatique,538000
bmw,serie-3,8 cv,Diesel,2022 - 2024,Automatique,606000
bmw,serie-4-cabriolet,11 cv,Essence,2021 - 2024,Automatique,568000
bmw,serie-4-cabriolet,11 cv,Essence,2021 - 2024,Automatique,621000
bmw,serie-4-cabriolet,11 cv,Essence,2021 - 2024,Automatique,626000
bmw,serie-4-cabriolet,11 cv,Essence,2021 - 2024,Automatique,654000
bmw,serie-4-cabriolet,11 cv,Essence,2021 - 2024,Automatique,679000
bmw,serie-4-cabriolet,11 cv,Essence,2021 - 2024,Automatique,711000
bmw,serie-4-gran-coupe,8 cv,Diesel,2021 - 2024,Automatique,535000
bmw,serie-4-gran-coupe,8 cv,Diesel,2021 - 2024,Automatique,587000
bmw,serie-4-gran-coupe,8 cv,Diesel,2021 - 2024,Automatique,666000
bmw,serie-5,11 cv,Hybride,2022 - 2024,Automatique,647000
bmw,serie-5,11 cv,Hybride,2022 - 2024,Automatique,755000
bmw,serie-5,8 cv,Diesel,2022 - 2024,Automatique,499900
bmw,serie-5,8 cv,Diesel,2022 - 2024,Automatique,571000
bmw,serie-5,8 cv,Diesel,2022 - 2024,Automatique,632000
bmw,serie-5,12 cv,Diesel,2022 - 2024,Automatique,683000
bmw,serie-5,8 cv,Diesel,2022 - 2024,Automatique,685000
bmw,serie-5,12 cv,Diesel,2022 - 2024,Automatique,735000
bmw,serie-5,12 cv,Diesel,2022 - 2024,Automatique,778000
bmw,serie-7,17 cv,Hybride,2019 - 2024,Automatique,1300000
bmw,serie-7,17 cv,Hybride,2019 - 2024,Automatique,1355000
bmw,serie-7,17 cv,Hybride,2019 - 2024,Automatique,1400000
bmw,serie-7,17 cv,Hybride,2019 - 2024,Automatique,1440000
bmw,serie-7,17 cv,Hybride,2019 - 2024,Automatique,1455000
bmw,serie-7,12 cv,Diesel,2019 - 2024,Automatique,1010000
bmw,serie-7,12 cv,Diesel,2019 - 2024,Automatique,1120000
bmw,serie-7,12 cv,Diesel,2019 - 2024,Automatique,1160000
bmw,serie-7,12 cv,Diesel,2019 - 2024,Automatique,1210000
bmw,serie-7,12 cv,Diesel,2019 - 2024,Automatique,1275000
bmw,serie-7,12 cv,Diesel,2019 - 2024,Automatique,1325000
bmw,serie-8,12 cv,Diesel,2020 - 2024,Automatique,1315000
bmw,serie-8,12 cv,Diesel,2020 - 2024,Automatique,1365000
bmw,serie-8,25 cv,Essence,2020 - 2024,Automatique,1519000
bmw,serie-8-cabriolet,25 cv,Essence,2020 - 2024,Automatique,1660000
bmw,serie-8-cabriolet,25 cv,Essence,2020 - 2024,Automatique,2175000
bmw,serie-8-gran-coupe,12 cv,Diesel,2022 - 2024,Automatique,1271000
bmw,serie-8-gran-coupe,12 cv,Diesel,2022 - 2024,Automatique,1380000
bmw,serie-8-gran-coupe,25 cv,Essence,2022 - 2024,Automatique,1523000
bmw,serie-8-gran-coupe,25 cv,Essence,2022 - 2024,Automatique,1575000
bmw,serie-8-gran-coupe,25 cv,Essence,2022 - 2024,Automatique,1790000
bmw,serie-8-gran-coupe,25 cv,Essence,2022 - 2024,Automatique,2042000
bmw,x2,8 cv,Diesel,2018 - 2024,Automatique,429000
bmw,x2,8 cv,Diesel,2018 - 2024,Automatique,488000
bmw,x2,8 cv,Diesel,2018 - 2024,Automatique,488000
bmw,x2,8 cv,Diesel,2018 - 2024,Automatique,498000
bmw,x2,8 cv,Diesel,2018 - 2024,Automatique,536000
bmw,x2,8 cv,Diesel,2018 - 2024,Automatique,536000
bmw,x2,8 cv,Diesel,2018 - 2024,Automatique,537000
bmw,x2,8 cv,Diesel,2018 - 2024,Automatique,575000
bmw,x2,8 cv,Diesel,2018 - 2024,Automatique,575000
bmw,x3,8 cv,Diesel,2021 - 2024,Automatique,470500
bmw,x3,8 cv,Diesel,2021 - 2024,Automatique,504000
bmw,x3,8 cv,Diesel,2021 - 2024,Automatique,524000
bmw,x3,8 cv,Diesel,2021 - 2024,Automatique,568000
bmw,x4,8 cv,Diesel,2021 - 2024,Automatique,618000
bmw,x4,8 cv,Diesel,2021 - 2024,Automatique,714000
bmw,x5,17 cv,Hybride,2022 - 2024,Automatique,886000
bmw,x5,17 cv,Hybride,2022 - 2024,Automatique,912000
bmw,x5,17 cv,Hybride,2022 - 2024,Automatique,939000
bmw,x5,17 cv,Hybride,2022 - 2024,Automatique,963000
bmw,x5,8 cv,Diesel,2019 - 2024,Automatique,708000
bmw,x5,8 cv,Diesel,2019 - 2024,Automatique,748000
bmw,x5,12 cv,Diesel,2022 - 2024,Automatique,773000
bmw,x5,8 cv,Diesel,2019 - 2024,Automatique,785000
bmw,x5,12 cv,Diesel,2022 - 2024,Automatique,800000
bmw,x5,8 cv,Diesel,2022 - 2024,Automatique,815000
bmw,x5,12 cv,Diesel,2022 - 2024,Automatique,838000
bmw,x5,12 cv,Diesel,2019 - 2024,Automatique,839000
bmw,x5,12 cv,Diesel,2022 - 2024,Automatique,865000
bmw,x5,12 cv,Diesel,2019 - 2024,Automatique,869000
bmw,x5,12 cv,Diesel,2022 - 2024,Automatique,905000
bmw,x5,12 cv,Diesel,2022 - 2024,Automatique,935000
bmw,x5,17 cv,Essence,2022 - 2024,Automatique,806000
bmw,x5,17 cv,Essence,2022 - 2024,Automatique,839000
bmw,x5,17 cv,Essence,2022 - 2024,Automatique,884000
bmw,x5,17 cv,Essence,2022 - 2024,Automatique,919000
bmw,x6,12 cv,Diesel,2020 - 2024,Automatique,855000
bmw,x6,12 cv,Diesel,2020 - 2024,Automatique,941000
bmw,x6,12 cv,Diesel,2020 - 2024,Automatique,967000
bmw,x6,17 cv,Essence,2020 - 2024,Automatique,880000
bmw,x6,17 cv,Essence,2020 - 2024,Automatique,967000
bmw,x6,17 cv,Essence,2020 - 2024,Automatique,995000
bmw,x7,12 cv,Diesel,2020 - 2024,Automatique,950000
bmw,x7,12 cv,Diesel,2020 - 2024,Automatique,1120000
bmw,x7,12 cv,Diesel,2020 - 2024,Automatique,1155000
bmw,x7,12 cv,Diesel,2020 - 2024,Automatique,1295000
bmw,x7,12 cv,Diesel,2020 - 2024,Automatique,1515000
bmw,z4,11 cv,Essence,2020 - 2024,Automatique,559000
bmw,z4,11 cv,Essence,2020 - 2024,Automatique,657000
bmw,z4,11 cv,Essence,2020 - 2024,Automatique,660000
bmw,z4,11 cv,Essence,2020 - 2024,Automatique,766000
bmw,z4,17 cv,Essence,2020 - 2024,Automatique,830000
byd,atto3,cv,Electrique,2023 - 2024,,399000
byd,atto3,cv,Electrique,2023 - 2024,,419000
byd,atto3,cv,Electrique,2023 - 2024,,449000
byd,han,cv,Electrique,2023 - 2024,,739000
byd,seal,cv,Electrique,2023 - 2024,,549000
byd,seal,cv,Electrique,2023 - 2024,,599000
byd,t3,cv,Electrique,2023 - 2024,,399000
byd,tang,cv,Electrique,2023 - 2024,,699000
chery,tiggo-2-pro,9 cv,Essence,2022 - 2024,Manuelle,155000
chery,tiggo-2-pro,9 cv,Essence,2022 - 2024,Manuelle,166000
chery,tiggo-2-pro,9 cv,Essence,2022 - 2024,Manuelle,189000
chery,tiggo-4-pro,9 cv,Essence,2022 - 2024,Automatique,235000
chery,tiggo-7-pro,9 cv,Essence,2022 - 2024,Automatique,263000
chery,tiggo-7-pro,9 cv,Essence,2022 - 2024,Automatique,295000
chery,tiggo-8-pro,11 cv,Essence,2022 - 2024,Automatique,345000
chery,tiggo-8-pro,11 cv,Essence,2022 - 2024,Automatique,430000
citroen,ami,2 cv,Electrique,2021 - 2024,Automatique,100900
citroen,ami-buggy,2 cv,Electrique,2023 - 2024,Automatique,120000
citroen,berlingo,6 cv,Diesel,2019 - 2024,Manuelle,199900
citroen,berlingo,6 cv,Diesel,2019 - 2024,Manuelle,189900
citroen,berlingo,6 cv,Diesel,2019 - 2024,Manuelle,245500
citroen,berlingo,6 cv,Diesel,2019 - 2024,Manuelle,235900
citroen,berlingo-vul,6 cv,Diesel,2022 - 2024,Manuelle,225000
citroen,c-elysee,6 cv,Diesel,2016 - 2024,Manuelle,151900
citroen,c1,6 cv,Essence,2017 - 2024,Manuelle,None
citroen,c3,6 cv,Diesel,2020 - 2024,Manuelle,178900
citroen,c3,6 cv,Diesel,2020 - 2024,Manuelle,180000
citroen,c3,6 cv,Diesel,2020 - 2024,Manuelle,184900
citroen,c3,6 cv,Essence,2020 - 2024,Manuelle,177900
citroen,c3-aircross,6 cv,Diesel,2021 - 2024,Automatique,228900
citroen,c4,6 cv,Diesel,2021 - 2024,Automatique,281900
citroen,c4,6 cv,Diesel,2021 - 2024,Automatique,263900
citroen,c4,6 cv,Diesel,2021 - 2024,Automatique,273900
citroen,c4-x,6 cv,Diesel,2023 - 2024,Automatique,272900
citroen,c4-x,6 cv,Diesel,2023 - 2024,Automatique,292900
citroen,c5-aircross,6 cv,Diesel,2022 - 2024,Automatique,306900
citroen,c5-aircross,6 cv,Diesel,2022 - 2024,Automatique,327900
citroen,c5-aircross,8 cv,Diesel,2022 - 2024,Automatique,359900
citroen,jumper,9 cv,Diesel,2021 - 2024,Manuelle,299900
citroen,jumper,9 cv,Diesel,2020 - 2024,Manuelle,309000
citroen,jumper,9 cv,Diesel,2020 - 2024,Manuelle,337000
citroen,jumper,9 cv,Diesel,2020 - 2024,Manuelle,337000
citroen,jumpy,6 cv,Diesel,2020 - 2024,Manuelle,249900
citroen,jumpy,6 cv,Diesel,2020 - 2024,Manuelle,309900
citroen,nemo,70 cv,Diesel,2016 - 2024,Manuelle,None
citroen,spacetourer,6 cv,Diesel,2020 - 2024,Manuelle,309900
citroen,spacetourer,6 cv,Diesel,2020 - 2024,Manuelle,334900
dacia,duster,6 cv,Diesel,2022 - 2024,Manuelle,179090
dacia,duster,6 cv,Diesel,2021 - 2024,Manuelle,201960
dacia,duster,6 cv,Diesel,2021 - 2024,Automatique,210870
dacia,duster,6 cv,Diesel,2021 - 2024,Manuelle,219285
dacia,duster,6 cv,Diesel,2021 - 2024,Automatique,223740
dacia,duster,6 cv,Diesel,2021 - 2024,Automatique,234630
dacia,duster,6 cv,Diesel,2021 - 2024,Automatique,236610
dacia,lodgy,7 cv,Diesel,2016 - 2024,Manuelle,138775
dacia,lodgy,7 cv,Diesel,2016 - 2024,Manuelle,157155
dacia,logan,6 cv,Diesel,2021 - 2024,Manuelle,139100
dacia,logan,6 cv,Diesel,2022 - 2024,Manuelle,153400
dacia,logan,6 cv,Diesel,2022 - 2024,Manuelle,161300
dacia,logan,5 cv,Essence,2021 - 2024,Manuelle,126000
dacia,logan,5 cv,Essence,2021 - 2024,Automatique,139700
dacia,logan,5 cv,Essence,2021 - 2024,Automatique,150500
dacia,sandero-stepway,6 cv,Diesel,2021 - 2024,Manuelle,152000
dacia,sandero-stepway,6 cv,Diesel,2021 - 2024,Manuelle,155000
dacia,sandero-stepway,6 cv,Diesel,2021 - 2024,Manuelle,165900
dacia,sandero-stepway,6 cv,Essence,2021 - 2024,Automatique,162900
dacia,sandero-stepway,6 cv,Essence,2021 - 2024,Automatique,172800
dacia,sandero-streetway,6 cv,Diesel,2021 - 2024,Manuelle,140100
dacia,sandero-streetway,6 cv,Diesel,2021 - 2024,Manuelle,151000
dacia,sandero-streetway,6 cv,Diesel,2021 - 2024,Manuelle,157900
dacia,spring,5 cv,Electrique,2023 - 2024,Automatique,199000
dacia,spring,5 cv,Electrique,2023 - 2024,Automatique,199000
dacia,spring,5 cv,Electrique,2023 - 2024,Automatique,209000
dacia,spring,5 cv,Electrique,2023 - 2024,Automatique,215000
dfsk,c31,9 cv,Essence,2019 - 2024,Manuelle,129000
dfsk,c35,9 cv,Essence,2019 - 2024,Manuelle,205000
dfsk,glory-500,cv,Essence,2022 - 2024,Automatique,205000
dfsk,glory-580,9 cv,Essence,2020 - 2024,Automatique,275000
dfsk,glory-ix5,9 cv,Essence,2020 - 2024,Automatique,300000
dfsk,k01h,6 cv,Essence,2019 - 2024,Manuelle,113000
dfsk,k01l,cv,Essence,2019 - 2024,Manuelle,89000
dfsk,k01s,cv,Essence,2018 - 2024,Manuelle,104000
dfsk,k05,6 cv,Essence,2019 - 2024,Manuelle,89000
dfsk,super-cab,5 cv,Diesel,2019 - 2024,Manuelle,159000
ds,ds4,6 cv,Diesel,2022 - 2024,Automatique,394900
ds,ds4,6 cv,Diesel,2022 - 2024,Automatique,429900
ds,ds4,6 cv,Diesel,2022 - 2024,Automatique,449900
ds,ds7,6 cv,Diesel,2023 - 2024,Automatique,429900
ds,ds7,6 cv,Diesel,2023 - 2024,Automatique,470900
ds,ds7,6 cv,Diesel,2023 - 2024,Automatique,539900
ferrari,812-superfast,cv,Essence,2017 - 2024,Automatique,None
ferrari,gtc4lusso,cv,Essence,2017 - 2024,Automatique,None
ferrari,gtc4lusso,cv,Essence,2016 - 2024,Automatique,None
fiat,500,7 cv,Essence,2022 - 2024,Automatique,160750
fiat,500,7 cv,Essence,2022 - 2024,Automatique,192150
fiat,500,7 cv,Essence,2022 - 2024,Manuelle,182350
fiat,500,7 cv,Essence,2022 - 2024,Manuelle,191550
fiat,500c,7 cv,Essence,2022 - 2024,Manuelle,196000
fiat,500c,7 cv,Essence,2022 - 2024,Manuelle,232150
fiat,500x,8 cv,Essence,2023 - 2024,Automatique,304000
fiat,500x,8 cv,Essence,2023 - 2024,Automatique,313500
fiat,doblo,6 cv,Diesel,2023 - 2024,Manuelle,195500
fiat,doblo,6 cv,Diesel,2023 - 2024,Manuelle,205500
fiat,doblo,6 cv,Diesel,2023 - 2024,Manuelle,220000
fiat,doblo,6 cv,Diesel,2023 - 2024,Manuelle,245100
fiat,doblo,6 cv,Diesel,2023 - 2024,Manuelle,252100
fiat,fiorino,5 cv,Diesel,2017 - 2024,Manuelle,125500
fiat,fiorino,5 cv,Diesel,2017 - 2024,Manuelle,127500
fiat,fiorino,5 cv,Diesel,2017 - 2024,Manuelle,129900
fiat,fullback,10 cv,Diesel,2017 - 2024,Manuelle,254900
fiat,fullback,10 cv,Diesel,2017 - 2024,Manuelle,289000
fiat,panda,7 cv,Essence,2016 - 2024,Manuelle,103900
fiat,panda,7 cv,Essence,2016 - 2024,Manuelle,114900
fiat,panda,7 cv,Essence,2016 - 2024,Manuelle,125900
fiat,talento,6 cv,Diesel,2020 - 2024,Manuelle,232900
fiat,talento,6 cv,Diesel,2020 - 2024,Manuelle,299900
fiat,tipo,5 cv,Diesel,2017 - 2024,Manuelle,166500
fiat,tipo,6 cv,Diesel,2017 - 2024,Manuelle,196000
fiat,tipo,6 cv,Diesel,2017 - 2024,Manuelle,222000
fiat,tipo,8 cv,Essence,2017 - 2024,Manuelle,156000
fiat,tipo-hatchback,6 cv,Diesel,2018 - 2024,Manuelle,184900
fiat,tipo-hatchback,6 cv,Diesel,2018 - 2024,Manuelle,204900
fiat,tipo-hatchback,6 cv,Diesel,2018 - 2024,Automatique,219900
fiat,tipo-hatchback,6 cv,Diesel,2018 - 2024,Manuelle,224900
fiat,tipo-hatchback,6 cv,Diesel,2018 - 2024,Manuelle,239900
ford,c-max,6 cv,Diesel,2016 - 2024,Manuelle,None
ford,ecosport,6 cv,Diesel,2018 - 2024,Manuelle,225000
